72;43;28;63;79;51
35;52;59;36;24;80
83;30;41;92;60;81
6;61;62;1;90;24
29;100;23;31;89;51
72;51;79;20;18;28
35;10;22;18;87;60
73;97;3;44;97;35
12;85;6;44;67;74
1;85;50;34;66;5
4;90;54;9;74;36
32;30;89;92;9;96
71;25;51;42;40;72
33;92;11;33;79;53
63;45;70;88;14;94
74;35;67;16;77;85
100;72;72;15;85;26
41;63;27;62;29;2
94;84;12;61;13;22
58;12;8;25;11;84
50;87;13;30;87;30
80;37;75;9;55;16
35;4;6;63;32;34
55;81;94;76;96;74
54;67;90;11;43;12
4;75;25;81;70;64
12;6;8;6;60;22
88;92;77;4;56;88
26;30;30;74;75;36
62;8;91;41;74;20
24;97;8;11;56;99
49;67;6;57;69;47
25;23;16;52;5;76
42;48;83;56;76;15
36;56;5;12;55;52
41;97;82;69;79;93
57;92;11;77;94;44
19;94;7;92;34;94
49;75;68;69;78;35
28;95;33;51;34;81
32;8;4;16;84;65
4;32;69;69;28;35
32;28;19;64;63;34
11;25;78;73;38;32
3;39;57;53;100;39
30;91;50;36;45;95
23;88;1;4;35;57
49;35;11;42;64;64
4;73;62;76;50;96
21;71;23;26;78;97
52;74;46;52;76;51
66;5;7;57;82;64
31;52;48;35;36;96
34;14;5;30;25;20
65;89;64;65;53;47
64;49;5;60;78;35
40;16;60;98;67;30
33;34;70;95;93;73
45;68;26;31;88;54
39;82;27;12;11;79
5;96;34;66;2;81
55;99;42;97;49;57
35;2;96;58;67;34
19;95;40;72;20;32
95;57;95;72;24;53
23;53;50;65;7;92
68;35;41;21;2;64
22;57;56;97;63;38
1;58;28;88;46;72
25;38;62;37;78;47
3;18;21;25;30;59
76;28;30;5;27;83
80;25;34;59;43;38
99;79;97;3;82;74
22;29;79;4;19;45
57;31;88;7;23;38
97;3;41;94;13;20
47;35;15;48;34;65
60;9;45;15;96;20
97;27;54;85;45;64
53;45;19;86;59;2
41;58;100;43;33;18
22;85;52;38;40;20
16;96;38;27;11;22
35;39;59;39;60;94
32;38;64;39;32;50
26;77;94;94;40;35
32;89;89;28;50;46
65;24;1;61;48;12
16;96;32;42;33;90
57;87;93;97;26;28
53;37;67;17;74;12
6;13;49;9;31;52
24;17;72;70;9;6
45;53;80;81;79;17
4;93;34;79;18;1
53;55;68;98;24;12
71;80;67;82;11;80
8;54;56;97;29;94
86;15;28;16;82;70
66;26;74;84;56;17
47;43;96;45;11;31
88;82;29;57;21;91
41;50;28;2;73;69
50;63;20;58;23;78
64;19;80;24;52;53
39;16;23;58;64;36
96;22;65;45;26;88
73;50;65;43;47;30
49;23;35;87;65;7
36;3;7;68;71;96
63;45;91;32;79;85
55;84;50;28;4;41
14;87;20;32;54;13
81;93;32;21;18;14
77;24;38;29;58;5
31;50;23;28;53;38
42;37;87;19;54;91
50;39;43;20;43;1
29;49;47;85;64;43
78;96;11;87;86;42
28;35;28;85;70;13
100;23;18;15;65;3
82;37;10;59;71;93
51;20;72;36;17;38
45;97;75;3;81;2
66;55;95;53;60;7
35;66;96;60;30;47
95;49;50;40;10;11
56;13;91;21;53;42
98;78;73;45;46;83
81;5;42;31;100;25
100;75;82;91;85;47
68;96;11;64;79;73
38;49;78;40;51;26
47;43;59;3;50;14
40;75;21;16;32;32
90;15;6;14;40;62
31;10;70;80;59;32
15;27;20;81;79;90
6;69;72;72;63;34
40;19;51;73;97;26
89;85;96;30;52;28
19;17;67;85;63;70
97;77;11;75;72;9
79;10;83;71;49;32
41;99;93;71;86;53
52;53;9;52;59;38
58;8;30;89;23;47
75;83;85;75;5;33
79;22;5;92;32;10
63;73;30;85;70;73
72;80;38;24;23;28
10;92;64;34;85;6
96;51;48;27;19;6
88;68;75;67;16;55
22;38;89;45;88;9
62;39;77;42;56;94
92;8;9;42;66;76
72;39;61;1;49;98
44;89;66;74;84;77
83;14;11;57;50;75
33;96;71;6;79;16
52;13;28;35;3;22
49;73;81;59;8;18
99;64;31;32;17;66
36;84;80;5;13;40
11;33;58;23;22;3
13;21;30;51;4;72
81;18;7;98;67;18
78;21;99;51;49;86
39;26;74;5;86;78
60;100;91;94;56;74
99;97;100;88;25;57
45;59;42;70;98;83
39;12;90;70;46;5
5;57;83;77;96;27
13;67;75;38;1;85
96;85;20;33;70;58
97;5;17;47;94;87
56;73;81;96;48;7
77;97;57;57;54;17
91;69;94;71;29;11
78;70;2;6;51;78
60;11;8;8;57;16
56;69;38;72;23;52
83;97;99;77;49;54
4;12;3;58;2;53
14;57;45;45;48;100
77;12;99;30;24;25
71;32;59;41;99;62
49;25;70;20;17;14
77;39;71;41;12;98
79;96;49;65;31;61
88;61;90;87;14;26
26;15;14;98;39;14
55;4;13;11;16;23
100;12;42;44;14;20
1;53;75;99;86;50
96;87;5;59;71;38
28;13;30;45;50;29
100;77;89;54;40;8
10;85;92;15;79;23
27;83;38;51;55;27
86;45;21;66;39;31
14;26;32;40;58;8
7;32;80;4;4;33
67;93;39;77;79;90
92;41;54;91;93;5
76;26;61;68;77;62
21;96;21;100;59;7
97;50;47;98;16;9
40;29;84;68;96;44
77;46;49;4;99;40
18;2;92;60;44;53
28;6;93;50;10;51
19;70;57;25;95;68
86;13;87;95;71;16
73;76;22;1;48;20
90;42;75;43;60;93
18;85;35;71;69;41
36;25;5;68;57;3
54;17;81;93;58;93
98;54;42;73;60;62
28;72;14;23;6;80
31;68;64;70;59;34
42;40;85;91;6;12
80;24;6;63;58;76
85;22;99;85;79;74
93;76;25;50;70;41
60;31;16;21;28;70
71;19;59;90;25;94
11;66;2;84;45;37
3;79;6;4;80;66
37;27;9;87;72;19
15;91;27;73;65;72
65;9;5;66;50;60
94;69;33;65;50;37
41;74;100;21;94;69
69;11;1;34;9;18
51;63;42;39;17;18
63;80;84;21;15;91
88;27;79;16;31;70
79;74;70;31;58;25
54;42;1;30;28;4
89;15;80;44;87;9
23;74;36;26;24;20
31;91;49;22;37;53
50;27;59;93;52;16
90;91;46;25;6;12
80;97;9;66;12;90
17;47;27;48;71;27
79;60;80;37;85;9
45;68;61;51;54;52
18;70;21;21;11;15
72;28;82;9;52;15
19;60;54;3;6;46
69;44;11;48;5;4
79;93;20;90;66;18
53;50;69;10;73;100
54;47;23;62;18;15
3;20;89;90;73;20
5;55;65;8;90;94
68;73;97;81;25;34
57;2;61;30;19;4
81;70;41;62;45;84
79;6;74;6;7;23
45;82;46;28;2;10
13;65;18;66;36;32
16;73;16;5;30;97
81;33;26;23;66;39
1;28;80;52;81;91
83;85;55;89;41;4
25;77;77;51;40;81
45;38;99;44;63;75
6;22;55;59;99;36
58;50;18;78;61;10
7;99;91;70;78;18
60;34;18;24;13;53
28;14;78;48;63;64
59;87;68;1;50;58
22;28;40;37;50;75
46;84;34;59;76;18
53;64;22;41;14;41
66;13;24;75;51;95
69;1;59;46;1;49
27;18;12;34;72;50
15;76;62;21;65;84
68;29;12;80;58;7
4;43;45;9;63;48
74;31;93;83;23;78
59;79;17;3;66;17
60;77;94;34;35;57
61;21;83;9;50;100
92;37;77;4;63;22
22;87;76;27;13;3
41;82;46;26;97;18
95;99;35;40;45;18
22;28;33;12;54;47
65;74;71;86;1;68
33;95;29;35;26;10
59;11;14;71;66;9
47;98;85;7;2;4
55;52;41;75;2;1
70;70;29;56;89;44
58;22;11;14;28;22
89;73;9;24;64;4
41;61;7;45;80;78
32;31;59;12;22;87
56;78;9;33;98;95
50;96;92;75;63;66
17;44;44;84;27;32
57;76;6;56;70;7
55;76;86;31;49;96
57;28;37;15;45;68
25;92;77;77;31;89
2;31;36;96;87;5
23;62;94;58;64;13
78;91;6;17;20;42
64;61;73;15;17;42
49;72;32;23;2;78
51;20;26;48;10;61
55;25;73;9;38;71
54;6;39;44;36;97
17;67;39;77;32;46
60;49;5;2;31;83
67;76;86;25;83;36
41;7;88;26;55;62
23;51;96;92;12;97
27;15;58;99;24;10
89;88;56;97;91;72
87;30;84;42;35;55
49;31;16;74;28;57
6;67;61;95;78;36
10;69;6;44;49;71
58;84;25;27;20;56
73;25;81;16;68;8
23;47;92;35;13;3
55;83;3;86;11;6
16;21;100;8;63;31
18;42;79;66;48;73
62;77;20;16;27;74
9;75;74;54;70;3
20;69;63;26;33;60
87;36;36;99;1;78
48;61;40;9;58;73
67;42;3;77;87;54
21;21;87;47;10;42
77;30;44;48;87;51
63;98;22;90;29;47
21;1;69;47;42;70
24;46;72;13;66;14
2;68;48;3;57;57
63;36;4;80;90;83
1;22;98;14;26;21
20;75;94;16;46;47
74;82;3;79;98;87
69;42;32;12;55;19
54;7;91;35;64;18
94;13;8;90;15;70
81;39;85;22;10;3
50;12;33;53;18;11
18;9;50;80;18;32
77;72;19;59;19;33
34;78;9;47;85;30
58;85;30;49;80;46
42;27;71;42;33;52
91;88;89;49;51;17
34;26;27;60;35;81
17;34;70;47;67;1
48;82;73;61;19;39
23;46;22;36;30;18
95;87;76;40;62;82
18;87;34;41;38;21
84;92;96;29;50;51
56;60;14;34;74;42
23;97;25;64;22;51
53;38;63;56;75;29
61;91;28;94;89;21
86;18;56;36;91;62
32;3;44;12;19;17
37;55;86;45;98;92
66;61;2;91;75;22
87;57;29;81;26;60
89;1;2;44;23;65
8;20;14;4;6;24
8;67;92;33;45;27
81;96;87;99;71;59
19;92;72;59;44;94
35;52;31;87;85;13
22;49;92;75;25;15
71;88;76;95;58;85
62;18;94;51;45;38
67;20;1;17;54;25
85;79;5;34;71;32
26;64;25;51;99;18
80;3;11;52;92;84
60;15;69;96;52;1
81;59;72;32;86;60
57;52;23;63;93;57
64;56;92;62;90;83
28;52;65;5;13;60
3;90;53;52;99;22
25;3;16;4;85;65
53;39;86;71;39;33
90;33;9;37;21;35
81;13;61;74;62;67
36;55;23;41;91;42
26;96;1;20;99;39
1;22;85;70;94;8
57;73;72;20;33;7
61;27;83;40;8;86
59;73;1;51;48;97
82;20;96;9;63;31
99;95;35;47;89;13
14;28;80;81;24;53
7;28;12;60;1;51
25;3;84;2;95;95
81;57;51;50;53;50
29;28;36;72;97;60
35;62;62;45;97;41
42;19;51;16;27;59
91;27;64;32;70;50
5;31;62;93;90;11
1;91;3;71;21;36
79;85;99;83;95;46
23;50;78;22;46;81
13;85;43;81;40;5
19;56;15;71;47;52
82;68;66;68;4;13
95;2;7;72;3;42
100;25;30;30;5;99
7;52;56;74;6;84
72;15;81;44;73;51
28;64;30;28;76;26
71;31;90;5;11;92
72;16;24;23;40;67
92;48;16;44;77;94
13;70;68;43;85;78
63;67;22;92;55;98
55;31;86;9;13;28
70;1;91;5;29;66
84;95;49;93;35;32
44;80;82;37;14;83
74;65;48;93;65;23
74;50;5;15;100;3
58;47;53;55;21;74
76;32;13;23;92;3
68;78;73;40;74;43
58;13;44;36;100;77
73;88;5;100;4;74
17;32;98;26;74;82
6;97;71;63;21;5
49;50;54;89;82;65
3;67;96;76;5;8
63;66;22;46;61;23
7;7;46;89;89;92
99;74;56;50;87;16
32;47;96;16;64;41
32;34;7;73;22;89
30;39;26;35;19;38
87;75;62;13;41;51
74;87;9;78;18;32
30;54;48;28;48;83
30;97;82;87;32;51
65;77;49;36;19;25
70;99;83;69;92;81
38;83;95;24;69;20
57;51;97;27;1;60
59;97;39;43;84;68
5;87;21;75;4;34
30;60;48;58;69;76
28;27;65;84;40;27
19;96;91;12;100;41
92;89;81;86;70;35
8;82;78;99;31;44
50;66;25;83;29;43
77;65;64;72;87;26
90;40;6;52;31;33
80;99;23;26;75;27
68;50;32;50;27;45
1;28;93;38;51;92
29;67;85;56;37;99
56;98;92;61;88;31
72;8;2;55;4;42
23;4;43;78;95;90
48;28;46;94;77;91
97;3;80;77;9;49
89;62;72;59;51;59
5;29;33;85;53;1
59;98;30;54;74;24
71;80;77;52;10;75
1;93;90;15;83;26
56;33;61;79;80;5
15;6;5;92;72;90
42;61;27;100;33;17
77;89;97;50;13;10
25;36;43;31;2;15
7;98;80;69;20;11
97;56;10;47;61;15
24;60;68;43;63;17
22;13;61;54;86;98
67;13;65;81;85;11
59;52;70;44;20;91
31;12;49;100;69;6
63;81;16;33;16;73
76;67;57;15;11;52
75;93;95;84;99;41
80;60;83;64;20;39
72;81;21;91;2;31
42;75;5;30;20;17
71;92;21;94;72;94
92;82;80;85;65;94
95;25;81;32;29;53
5;95;29;55;19;66
75;35;54;83;51;76
4;56;14;91;89;28
50;53;3;5;71;91
1;83;76;100;24;45
30;59;20;20;11;92
23;51;8;91;2;94
72;93;78;88;39;42
83;68;22;90;82;43
21;20;5;47;39;23
97;10;89;65;70;41
100;53;78;89;25;85
87;28;50;39;38;68
9;18;14;91;23;54
18;33;1;56;59;92
17;58;63;37;27;50
39;23;37;46;46;21
25;71;59;66;41;22
3;24;6;63;44;95
81;38;65;58;95;70
44;37;33;27;65;3
3;34;82;22;72;29
18;25;35;80;16;95
69;27;4;83;46;50
63;3;52;75;19;84
61;83;55;58;67;78
41;48;33;6;30;15
6;63;11;81;40;95
59;96;23;47;98;21
68;61;33;97;13;75
27;61;8;81;40;38
84;87;33;88;12;36
43;46;16;29;75;38
81;71;23;56;55;44
61;50;80;51;5;83
73;22;4;24;91;64
13;50;81;26;60;97
100;76;89;89;49;75
91;94;72;31;24;93
72;87;51;24;52;4
8;26;35;23;52;34
99;17;96;34;59;93
15;45;18;54;95;4
11;33;5;92;93;25
5;97;47;21;76;92
71;79;65;53;83;62
62;27;55;38;52;33
34;58;74;58;29;7
65;36;67;61;5;13
52;43;5;66;19;13
14;94;21;13;95;56
60;81;83;56;45;63
75;33;29;44;75;98
81;74;37;42;57;8
2;21;62;65;80;58
80;46;62;17;62;35
59;56;28;26;68;1
36;37;48;62;83;18
86;68;54;45;30;25
73;49;37;49;26;17
53;14;84;81;41;90
89;32;81;9;32;74
42;3;91;36;77;60
24;45;37;7;27;73
49;51;82;24;26;64
55;100;67;64;58;63
29;49;85;22;53;97
44;83;3;18;47;87
52;28;29;24;37;9
64;46;71;4;92;63
97;7;10;13;92;60
43;75;94;53;42;20
69;17;17;48;75;32
3;95;11;75;76;8
28;79;55;67;90;85
92;61;1;98;67;27
8;9;76;40;39;9
75;20;27;32;47;19
89;71;85;16;62;75
3;1;76;28;13;69
18;33;38;68;37;80
57;60;58;56;33;41
64;41;68;64;85;11
96;92;58;60;38;25
70;49;61;82;86;58
45;61;45;21;88;10
50;68;81;74;88;80
37;50;2;88;60;28
59;65;74;74;23;64
13;8;1;77;70;86
54;54;93;87;86;43
1;53;51;49;86;3
35;29;19;9;74;9
23;4;15;31;54;99
58;62;84;16;69;21
7;27;6;93;83;34
16;90;24;61;37;8
14;64;8;25;98;52
28;81;58;65;48;14
13;52;16;38;55;37
82;41;98;96;38;79
13;25;41;57;79;85
35;13;79;52;41;13
67;80;100;69;14;64
17;75;66;42;14;61
71;98;52;17;70;67
63;69;72;32;95;87
15;72;29;35;83;73
21;31;40;79;72;63
33;62;63;48;60;63
17;67;33;22;62;20
69;18;100;97;38;11
85;26;27;85;24;15
4;77;3;66;2;32
75;98;51;89;12;1
33;33;91;13;20;30
12;2;84;2;83;88
62;34;49;73;66;38
39;76;62;30;16;44
47;76;97;7;72;64
65;23;97;15;11;3
53;97;92;39;52;34
47;46;92;55;19;37
42;63;24;2;73;61
85;95;29;65;7;74
40;53;8;23;70;38
14;24;14;12;10;84
59;28;28;56;16;60
88;15;76;35;14;56
99;45;86;78;56;53
42;99;73;31;25;20
73;66;23;82;59;4
9;100;6;86;93;72
27;86;64;88;16;58
20;15;12;39;67;73
8;45;70;21;26;18
92;30;85;51;14;78
28;31;98;86;34;98
29;88;76;46;49;19
36;100;27;47;20;58
2;10;78;83;11;85
19;4;68;39;41;32
25;51;33;64;15;85
47;23;88;33;61;87
47;39;58;68;81;20
3;97;52;35;43;23
57;77;7;17;43;75
29;53;53;39;96;60
73;70;34;79;1;58
62;16;62;30;39;4
76;72;77;73;48;50
77;80;46;13;79;4
23;85;21;41;39;11
89;65;46;92;66;23
45;8;30;7;48;28
28;4;89;52;7;61
92;70;67;25;99;98
96;5;59;65;26;71
89;58;12;19;60;54
74;72;15;16;62;47
6;27;15;68;56;34
22;83;1;80;11;10
5;69;56;24;2;43
56;11;90;65;29;82
20;27;82;89;17;56
72;53;88;35;72;97
79;82;75;88;100;91
100;75;80;98;92;27
40;88;5;42;73;47
46;25;21;38;100;11
100;5;16;73;2;35
92;8;43;95;18;38
24;80;55;24;58;43
51;37;44;6;21;28
19;64;24;44;32;33
8;24;13;98;77;21
74;1;12;20;37;89
79;3;99;36;65;20
65;17;8;47;75;69
100;10;69;35;45;9
34;89;74;82;63;55
50;87;42;10;93;21
10;82;50;61;61;53
76;70;44;22;64;50
27;87;39;25;88;96
79;38;72;8;87;93
40;90;21;62;49;35
62;74;64;19;66;84
11;38;72;79;54;12
23;68;24;95;50;90
34;35;30;64;81;42
14;46;47;29;83;56
33;78;4;91;68;5
13;8;98;68;94;80
21;17;21;70;95;88
25;73;46;90;91;17
37;56;31;31;49;5
35;67;62;14;18;46
3;81;28;25;68;80
96;18;6;1;4;26
14;42;56;10;21;92
61;75;44;20;60;23
21;3;67;2;70;45
65;43;34;92;20;88
81;74;97;35;15;64
31;61;53;56;1;39
23;6;8;48;98;49
20;70;34;34;22;15
25;67;19;46;97;65
81;68;66;38;1;15
30;59;52;5;2;71
67;88;68;9;29;19
49;14;99;82;35;65
99;50;45;62;57;48
4;45;38;9;77;67
38;8;69;75;81;72
91;12;78;19;55;31
14;32;51;8;28;83
40;65;14;8;41;97
28;58;36;18;64;5
17;18;78;92;25;41
98;8;31;77;50;35
58;58;98;89;60;93
96;88;52;57;46;50
95;35;1;92;55;12
11;3;33;67;8;80
68;53;34;92;99;91
31;10;97;78;45;39
44;92;35;46;97;27
30;94;76;41;19;57
13;29;18;38;65;42
39;89;55;32;68;16
46;58;13;70;13;81
39;48;55;3;97;47
12;36;14;70;95;83
11;8;18;44;28;66
59;83;85;55;75;93
37;69;71;72;15;93
23;64;38;47;32;90
48;42;35;13;5;5
35;20;85;82;35;98
83;54;28;3;41;90
86;51;83;65;16;29
81;66;20;68;70;63
53;97;17;38;1;45
8;74;61;26;35;30
28;1;8;90;91;55
62;8;36;66;82;98
16;46;27;56;33;73
87;88;52;56;92;35
14;12;21;86;5;50
14;98;74;1;86;45
31;77;85;44;8;8
60;6;5;39;43;50
38;16;45;32;26;83
9;61;72;86;61;78
65;78;80;39;10;18
88;76;3;98;3;68
36;77;4;59;97;25
33;90;11;39;5;53
86;83;81;14;90;62
9;90;74;82;5;2
12;64;28;5;35;64
29;1;27;22;11;76
24;87;77;40;43;70
62;59;94;19;92;14
46;29;30;62;45;34
77;29;66;30;67;67
28;31;63;61;89;68
75;40;51;22;55;23
21;40;48;3;83;57
5;39;77;90;10;7
36;92;77;80;25;28
84;59;79;36;29;80
85;74;45;76;39;54
82;53;23;11;30;3
49;23;24;33;98;12
34;69;5;22;36;8
64;25;18;15;46;80
4;67;85;99;61;79
68;79;16;7;21;37
60;31;24;43;72;30
25;96;76;63;85;93
50;88;36;91;64;17
62;1;28;4;25;43
42;70;73;49;45;2
14;95;29;9;97;6
8;70;80;10;26;16
50;10;89;99;95;5
3;6;94;83;29;9
96;56;78;60;65;81
4;81;86;98;18;55
73;5;82;11;17;65
80;81;13;9;92;71
57;5;24;45;81;21
42;66;7;71;67;49
42;81;97;21;45;52
35;95;97;83;4;42
10;56;14;95;56;42
99;19;67;10;32;5
67;2;54;11;74;8
21;62;82;25;56;73
23;10;31;93;36;42
17;85;87;74;91;63
20;68;61;58;21;91
19;45;79;96;57;99
8;56;34;94;2;86
86;96;91;22;20;10
86;55;73;23;28;13
73;51;46;55;6;94
27;14;74;23;7;18
67;24;14;100;46;77
92;8;96;16;22;46
98;19;4;30;81;69
82;18;82;21;34;66
24;44;26;10;27;74
63;35;27;64;20;76
35;86;67;58;50;39
27;21;63;51;80;50
34;61;91;61;5;78
49;59;98;28;70;68
74;85;39;74;65;58
28;85;75;70;54;51
70;30;53;74;48;84
56;16;85;87;22;6
58;75;63;53;89;46
21;34;96;83;55;75
56;100;43;69;47;77
98;33;69;57;16;29
80;72;74;26;40;27
100;67;78;41;20;46
82;77;83;59;63;84
11;55;41;57;89;43
39;100;65;92;49;24
61;48;57;42;69;22
6;49;94;30;47;95
98;43;15;90;53;36
13;64;2;19;13;35
81;13;21;75;40;62
100;83;94;31;3;97
24;31;18;35;93;6
31;2;15;35;78;26
21;100;29;35;85;34
91;38;34;72;13;9
43;54;84;15;6;38
67;67;33;54;37;67
74;48;9;68;19;95
30;20;74;4;85;98
86;64;13;15;67;86
47;17;84;15;19;8
20;23;51;23;3;90
2;41;39;41;95;58
33;54;85;47;84;35
81;20;30;73;67;63
99;35;91;51;17;62
53;36;22;10;7;63
51;66;16;57;66;73
4;84;32;41;52;68
92;79;60;10;85;38
50;57;77;64;77;96
24;28;20;59;83;48
92;48;18;65;62;70
4;89;21;13;89;49
9;100;24;47;79;93
96;97;60;65;93;1
44;86;39;39;63;16
46;37;30;37;80;93
4;18;16;35;74;31
91;84;21;69;15;99
74;65;31;71;7;22
58;23;16;58;19;58
14;64;50;47;50;59
96;76;38;64;26;36
10;81;90;48;71;72
3;28;34;23;51;4
30;31;37;70;64;46
13;50;5;61;77;28
74;20;45;48;18;60
27;79;74;8;18;73
22;52;86;67;38;59
47;42;73;28;26;63
60;61;91;83;44;78
28;59;74;96;57;16
19;54;96;24;52;7
8;61;78;44;73;91
61;76;42;24;32;96
32;59;12;100;79;45
72;25;36;42;4;17
69;96;96;5;51;87
14;83;42;52;19;35
23;88;75;72;85;10
67;48;62;84;86;81
82;45;41;100;4;98
82;36;22;25;24;24
71;91;91;6;38;46
75;84;30;9;61;15
39;52;8;81;94;6
40;6;13;40;67;69
23;14;89;70;41;65
49;1;57;31;24;74
78;89;2;23;40;81
33;69;32;57;3;84
37;84;87;30;28;28
3;86;5;70;54;48
59;33;48;49;58;51
62;36;13;46;91;53
97;6;36;37;83;49
30;15;38;18;30;79
87;14;63;53;96;21
33;65;36;15;21;79
21;44;76;47;78;82
79;3;63;77;66;47
83;74;3;80;31;39
34;58;44;35;22;97
78;85;31;53;74;8
20;64;84;60;11;25
28;25;73;79;100;94
57;50;62;43;25;93
21;21;35;54;88;5
22;5;30;63;41;63
30;41;1;19;57;37
4;37;80;6;75;32
89;6;53;2;37;80
27;53;79;32;44;63
68;21;93;14;42;54
49;26;81;27;76;61
15;67;69;20;82;49
97;60;16;8;47;72
22;17;82;86;53;6
91;11;81;49;60;32
20;56;39;81;99;29
36;87;11;55;83;83
96;8;53;29;39;20
58;34;13;15;83;58
84;1;71;3;36;83
100;99;6;29;95;61
36;35;90;30;36;72
100;41;25;58;37;19
1;31;24;41;52;68
19;47;34;86;4;75
38;7;65;2;93;26
5;86;42;30;93;34
33;90;31;2;37;5
48;72;66;11;26;64
78;31;100;50;12;68
20;1;54;61;23;70
45;88;49;27;41;13
53;21;78;37;48;51
99;49;98;44;94;18
94;8;3;17;53;49
73;7;25;82;23;15
43;23;10;58;26;12
12;33;19;87;88;68
55;9;5;5;69;56
58;73;63;23;42;90
49;21;32;30;94;34
84;1;12;23;85;88
46;90;84;23;39;53
51;33;10;82;7;79
4;56;68;35;96;5
46;58;11;3;22;53
56;43;2;16;6;1
30;70;84;37;18;18
91;97;52;16;6;17
3;15;18;2;81;76
22;3;49;5;6;75
46;23;1;5;14;50
42;15;77;14;1;64
54;59;17;82;51;32
23;59;28;24;46;44
72;33;3;18;4;41
21;51;44;2;6;47
8;71;92;85;67;89
60;92;69;57;74;93
74;55;75;9;92;23
6;46;40;35;77;20
43;98;15;33;76;6
53;23;42;60;47;89
74;23;94;68;36;30
10;61;15;68;62;40
92;38;87;13;68;100
57;80;73;42;78;79
50;3;65;59;87;65
67;63;75;78;64;89
10;62;50;68;80;24
7;33;64;5;46;92
97;31;45;51;11;94
7;62;73;71;69;64
90;94;3;28;96;79
27;75;47;89;43;29
56;2;46;53;27;52
27;91;17;99;55;28
2;55;16;59;20;12
67;29;51;5;84;84
15;59;30;68;66;32
49;7;82;48;51;23
30;32;2;16;76;92
82;71;35;82;46;33
80;13;43;4;5;95
81;18;76;82;23;87
47;68;85;87;3;61
69;12;26;24;71;35
69;2;68;44;72;51
28;20;47;20;79;1
55;34;31;16;70;77
93;5;9;43;3;12
50;5;88;45;5;65
7;28;18;1;95;55
37;94;30;9;10;46
42;44;15;59;58;92
46;90;93;66;21;6
59;91;34;60;87;94
92;44;77;50;3;93
71;17;99;8;63;69
48;57;44;86;90;65
90;36;4;56;81;2
24;38;94;19;71;49
54;66;30;21;70;1
78;90;7;28;85;29
100;78;4;24;80;89
55;40;55;94;39;72
13;85;54;38;87;39
5;54;15;28;45;41
97;15;63;76;50;22
4;59;15;39;1;8
13;75;89;48;59;66
19;99;61;81;81;4
11;7;42;28;86;90
91;35;42;68;49;36
85;13;61;77;11;68
51;39;77;18;32;87
85;89;37;25;45;24
37;30;16;85;40;42
81;70;80;96;3;82
56;8;50;46;34;62
63;95;67;95;27;55
86;53;37;8;24;43
85;64;45;95;26;27
88;98;28;29;48;97
80;75;22;52;74;34
82;2;73;26;52;46
100;42;6;38;36;99
11;60;92;3;67;49
67;16;34;1;35;4
83;74;59;64;71;90
90;67;41;58;29;88
40;58;54;14;5;54
29;54;85;28;70;14
27;74;58;6;86;16
85;61;62;47;43;97
45;48;66;98;7;35
96;3;3;72;84;98
5;15;5;50;17;32
31;24;89;52;18;61
62;60;20;46;90;23
4;15;84;15;62;31
91;56;56;13;41;59
67;93;89;28;91;87
17;77;40;76;54;4
87;34;72;9;60;41
84;41;67;47;53;24
3;75;59;47;30;8
84;97;54;71;6;86
12;23;31;72;27;16
75;43;79;45;52;90
