126;44;106;111;18;129;;;;;;;;;;;;
42;141;120;23;7;93;;;;;;;;;;;;
120;11;141;104;113;129;;;;;;;;;;;;
75;92;68;150;137;150;;;;;;;;;;;;
22;80;23;125;144;145;;;;;;;;;;;;
86;92;10;131;137;47;;;;;;;;;;;;
41;135;107;32;84;22;;;;;;;;;;;;
38;22;12;72;128;43;;;;;;;;;;;;
10;134;23;78;9;116;;;;;;;;;;;;
23;124;23;143;75;51;;;;;;;;;;;;
26;19;57;18;114;28;;;;;;;;;;;;
54;91;48;51;92;75;;;;;;;;;;;;
143;130;107;13;105;79;;;;;;;;;;;;
50;22;134;66;77;8;;;;;;;;;;;;
6;68;65;137;16;35;;;;;;;;;;;;
42;50;59;41;50;23;;;;;;;;;;;;
112;79;122;53;97;71;;;;;;;;;;;;
144;34;48;119;27;73;;;;;;;;;;;;
101;75;66;73;139;39;;;;;;;;;;;;
60;48;31;135;110;22;;;;;;;;;;;;
14;10;21;149;27;147;;;;;;;;;;;;
19;125;122;61;21;28;;;;;;;;;;;;
96;59;36;130;10;8;;;;;;;;;;;;
102;97;99;1;59;42;;;;;;;;;;;;
92;100;145;104;140;119;;;;;;;;;;;;
99;40;144;24;88;47;;;;;;;;;;;;
69;150;85;127;19;46;;;;;;;;;;;;
79;131;109;133;69;149;;;;;;;;;;;;
44;110;4;62;118;73;;;;;;;;;;;;
1;148;110;22;131;69;;;;;;;;;;;;
125;90;92;36;78;29;;;;;;;;;;;;
100;66;136;133;135;43;;;;;;;;;;;;
16;3;141;103;4;93;;;;;;;;;;;;
45;114;25;100;76;148;;;;;;;;;;;;
33;147;76;145;42;34;;;;;;;;;;;;
23;114;35;143;83;72;;;;;;;;;;;;
53;115;104;107;1;49;;;;;;;;;;;;
57;100;123;35;77;128;;;;;;;;;;;;
49;82;50;115;90;76;;;;;;;;;;;;
90;138;95;50;32;131;;;;;;;;;;;;
29;10;34;130;70;4;;;;;;;;;;;;
107;8;63;73;5;6;;;;;;;;;;;;
42;2;64;12;7;147;;;;;;;;;;;;
20;34;99;92;82;51;;;;;;;;;;;;
105;33;20;133;79;56;;;;;;;;;;;;
111;82;23;86;17;23;;;;;;;;;;;;
36;112;100;7;19;43;;;;;;;;;;;;
18;87;34;32;109;60;;;;;;;;;;;;
59;18;130;58;85;62;;;;;;;;;;;;
64;89;91;82;73;111;;;;;;;;;;;;
11;2;57;64;77;45;;;;;;;;;;;;
124;104;121;43;39;61;;;;;;;;;;;;
87;29;54;100;37;55;;;;;;;;;;;;
84;56;45;40;120;66;;;;;;;;;;;;
50;14;39;46;31;22;;;;;;;;;;;;
117;78;130;115;140;30;;;;;;;;;;;;
2;89;59;135;77;148;;;;;;;;;;;;
12;93;93;94;134;129;;;;;;;;;;;;
125;97;140;64;133;117;;;;;;;;;;;;
100;135;46;137;143;67;;;;;;;;;;;;
136;43;34;13;50;82;;;;;;;;;;;;
88;111;81;56;134;80;;;;;;;;;;;;
59;68;102;18;54;35;;;;;;;;;;;;
133;136;72;125;88;74;;;;;;;;;;;;
85;118;45;73;2;84;;;;;;;;;;;;
16;17;102;83;16;14;;;;;;;;;;;;
119;10;104;133;70;49;;;;;;;;;;;;
67;27;65;31;150;138;;;;;;;;;;;;
53;136;32;66;14;55;;;;;;;;;;;;
1;36;89;36;122;33;;;;;;;;;;;;
99;75;64;107;150;128;;;;;;;;;;;;
144;26;103;130;26;18;;;;;;;;;;;;
140;79;103;92;82;19;;;;;;;;;;;;
11;28;121;8;18;71;;;;;;;;;;;;
16;70;72;49;66;62;;;;;;;;;;;;
88;15;139;17;86;79;;;;;;;;;;;;
14;107;9;147;33;81;;;;;;;;;;;;
89;46;58;63;25;81;;;;;;;;;;;;
54;105;45;36;63;139;;;;;;;;;;;;
98;54;82;36;141;114;;;;;;;;;;;;
2;46;3;62;146;134;;;;;;;;;;;;
119;14;34;122;110;130;;;;;;;;;;;;
20;109;55;113;144;84;;;;;;;;;;;;
2;36;70;142;23;98;;;;;;;;;;;;
12;68;23;133;133;71;;;;;;;;;;;;
26;132;89;138;16;143;;;;;;;;;;;;
6;96;113;106;24;33;;;;;;;;;;;;
75;42;104;64;107;106;;;;;;;;;;;;
24;149;29;110;105;137;;;;;;;;;;;;
106;148;133;80;115;127;;;;;;;;;;;;
69;104;95;113;142;134;;;;;;;;;;;;
46;73;84;130;85;60;;;;;;;;;;;;
85;95;66;25;88;57;;;;;;;;;;;;
53;97;14;146;128;148;;;;;;;;;;;;
107;84;82;95;77;28;;;;;;;;;;;;
129;110;139;94;45;144;;;;;;;;;;;;
138;129;4;4;82;144;;;;;;;;;;;;
101;108;53;33;114;63;;;;;;;;;;;;
51;4;49;69;137;90;;;;;;;;;;;;
42;46;44;94;112;93;;;;;;;;;;;;
50;92;46;23;50;92;;;;;;;;;;;;
122;25;114;144;91;64;;;;;;;;;;;;
140;133;114;115;42;54;;;;;;;;;;;;
87;64;37;16;22;111;;;;;;;;;;;;
41;138;140;31;128;46;;;;;;;;;;;;
84;82;43;139;25;69;;;;;;;;;;;;
3;105;10;18;88;128;;;;;;;;;;;;
93;27;79;16;129;148;;;;;;;;;;;;
16;65;97;97;110;17;;;;;;;;;;;;
27;124;8;47;39;121;;;;;;;;;;;;
78;44;59;27;119;94;;;;;;;;;;;;
14;49;85;147;85;52;;;;;;;;;;;;
107;12;81;56;126;99;;;;;;;;;;;;
93;105;20;86;8;20;;;;;;;;;;;;
46;56;33;57;127;52;;;;;;;;;;;;
34;40;71;148;86;63;;;;;;;;;;;;
114;72;57;107;114;79;;;;;;;;;;;;
89;141;55;108;33;32;;;;;;;;;;;;
32;32;90;83;5;99;;;;;;;;;;;;
100;51;78;140;58;67;;;;;;;;;;;;
101;115;114;130;145;122;;;;;;;;;;;;
60;109;71;124;126;82;;;;;;;;;;;;
88;114;92;26;44;77;;;;;;;;;;;;
8;83;40;135;126;30;;;;;;;;;;;;
72;81;54;54;145;82;;;;;;;;;;;;
64;121;112;133;32;104;;;;;;;;;;;;
111;127;139;101;60;77;;;;;;;;;;;;
83;89;1;29;18;27;;;;;;;;;;;;
84;142;17;54;115;57;;;;;;;;;;;;
77;54;34;81;59;124;;;;;;;;;;;;
23;81;147;47;71;117;;;;;;;;;;;;
30;68;82;33;15;11;;;;;;;;;;;;
29;140;79;119;80;141;;;;;;;;;;;;
149;11;105;69;81;22;;;;;;;;;;;;
126;33;30;94;112;75;;;;;;;;;;;;
49;94;80;63;66;28;;;;;;;;;;;;
139;99;134;118;47;24;;;;;;;;;;;;
84;9;38;23;74;89;;;;;;;;;;;;
62;113;113;11;149;64;;;;;;;;;;;;
40;21;91;4;102;51;;;;;;;;;;;;
71;119;135;47;51;72;;;;;;;;;;;;
7;61;122;133;103;89;;;;;;;;;;;;
27;77;23;88;16;20;;;;;;;;;;;;
97;35;69;113;92;61;;;;;;;;;;;;
74;108;127;86;76;71;;;;;;;;;;;;
35;3;2;12;117;137;;;;;;;;;;;;
131;77;25;23;6;103;;;;;;;;;;;;
95;85;146;38;19;140;;;;;;;;;;;;
82;55;143;77;13;7;;;;;;;;;;;;
21;12;65;74;14;117;;;;;;;;;;;;
103;127;116;50;141;76;;;;;;;;;;;;
43;72;94;111;120;77;;;;;;;;;;;;
4;62;103;47;92;5;;;;;;;;;;;;
51;91;63;147;109;82;;;;;;;;;;;;
16;74;111;77;11;121;;;;;;;;;;;;
73;110;62;28;115;54;;;;;;;;;;;;
43;79;126;73;33;18;;;;;;;;;;;;
80;36;83;75;75;135;;;;;;;;;;;;
144;142;105;3;116;116;;;;;;;;;;;;
112;133;39;115;27;56;;;;;;;;;;;;
81;89;19;54;128;123;;;;;;;;;;;;
18;133;70;142;139;31;;;;;;;;;;;;
90;107;122;124;53;90;;;;;;;;;;;;
39;123;13;2;71;58;;;;;;;;;;;;
67;150;28;20;83;130;;;;;;;;;;;;
76;146;52;55;68;21;;;;;;;;;;;;
38;70;3;10;65;77;;;;;;;;;;;;
18;21;117;63;109;96;;;;;;;;;;;;
99;18;100;70;61;8;;;;;;;;;;;;
124;105;4;108;138;148;;;;;;;;;;;;
31;47;101;92;38;138;;;;;;;;;;;;
56;27;111;120;50;2;;;;;;;;;;;;
51;110;95;82;82;91;;;;;;;;;;;;
68;129;85;94;145;60;;;;;;;;;;;;
69;59;41;133;97;42;;;;;;;;;;;;
40;125;65;113;68;139;;;;;;;;;;;;
51;114;13;61;139;103;;;;;;;;;;;;
63;14;52;76;111;119;;;;;;;;;;;;
2;42;104;42;45;97;;;;;;;;;;;;
142;71;124;43;39;27;;;;;;;;;;;;
47;77;86;26;10;68;;;;;;;;;;;;
150;48;54;136;45;109;;;;;;;;;;;;
62;79;120;97;148;45;;;;;;;;;;;;
103;67;116;136;109;109;;;;;;;;;;;;
74;142;62;38;102;141;;;;;;;;;;;;
70;22;134;54;130;85;;;;;;;;;;;;
40;95;49;46;17;63;;;;;;;;;;;;
147;29;94;5;61;71;;;;;;;;;;;;
13;5;34;57;62;1;;;;;;;;;;;;
15;74;76;111;63;83;;;;;;;;;;;;
43;20;106;93;73;116;;;;;;;;;;;;
130;82;19;117;116;115;;;;;;;;;;;;
129;124;29;58;62;10;;;;;;;;;;;;
18;39;127;14;49;44;;;;;;;;;;;;
133;60;137;128;84;84;;;;;;;;;;;;
23;63;109;131;92;88;;;;;;;;;;;;
52;50;111;62;111;32;;;;;;;;;;;;
31;19;26;90;123;102;;;;;;;;;;;;
121;50;108;60;100;140;;;;;;;;;;;;
27;52;83;108;139;104;;;;;;;;;;;;
12;29;50;115;23;59;;;;;;;;;;;;
10;3;70;44;50;122;;;;;;;;;;;;
47;82;150;85;35;59;;;;;;;;;;;;
72;88;52;108;63;81;;;;;;;;;;;;
108;104;6;42;90;56;;;;;;;;;;;;
7;39;107;142;143;79;;;;;;;;;;;;
42;131;35;110;111;136;;;;;;;;;;;;
105;110;61;39;17;134;;;;;;;;;;;;
123;25;121;26;52;78;;;;;;;;;;;;
123;63;135;123;137;43;;;;;;;;;;;;
30;78;17;75;45;115;;;;;;;;;;;;
38;128;72;149;27;81;;;;;;;;;;;;
141;144;125;89;64;123;;;;;;;;;;;;
148;148;50;147;98;107;;;;;;;;;;;;
96;1;106;42;93;28;;;;;;;;;;;;
120;125;14;34;137;96;;;;;;;;;;;;
27;119;100;11;124;52;;;;;;;;;;;;
26;114;27;2;49;94;;;;;;;;;;;;
21;78;78;31;77;73;;;;;;;;;;;;
74;105;33;64;18;130;;;;;;;;;;;;
47;129;136;7;36;64;;;;;;;;;;;;
136;105;49;136;95;129;;;;;;;;;;;;
55;113;109;60;121;37;;;;;;;;;;;;
100;67;128;116;92;115;;;;;;;;;;;;
123;68;2;121;137;2;;;;;;;;;;;;
77;41;133;133;23;102;;;;;;;;;;;;
115;94;8;111;41;18;;;;;;;;;;;;
134;1;55;85;21;65;;;;;;;;;;;;
75;77;53;62;108;82;;;;;;;;;;;;
8;86;124;12;150;46;;;;;;;;;;;;
106;15;5;52;142;23;;;;;;;;;;;;
23;101;54;109;75;95;;;;;;;;;;;;
61;148;110;108;47;91;;;;;;;;;;;;
150;3;122;91;13;16;;;;;;;;;;;;
43;105;65;23;128;132;;;;;;;;;;;;
38;85;66;50;37;104;;;;;;;;;;;;
81;29;40;56;55;146;;;;;;;;;;;;
57;35;106;44;46;1;;;;;;;;;;;;
136;127;44;53;100;49;;;;;;;;;;;;
41;52;107;85;16;66;;;;;;;;;;;;
118;6;31;124;106;5;;;;;;;;;;;;
118;43;9;98;52;10;;;;;;;;;;;;
106;39;9;80;131;22;;;;;;;;;;;;
60;46;134;117;111;29;;;;;;;;;;;;
133;60;38;101;89;116;;;;;;;;;;;;
59;111;66;9;144;135;;;;;;;;;;;;
83;64;56;47;123;93;;;;;;;;;;;;
57;111;2;78;18;105;;;;;;;;;;;;
112;16;120;64;150;116;;;;;;;;;;;;
60;142;102;112;150;71;;;;;;;;;;;;
104;110;133;30;3;24;;;;;;;;;;;;
37;113;105;4;121;144;;;;;;;;;;;;
39;148;131;134;5;144;;;;;;;;;;;;
15;80;71;77;44;28;;;;;;;;;;;;
119;59;18;32;93;147;;;;;;;;;;;;
50;74;94;56;64;40;;;;;;;;;;;;
5;88;71;95;114;140;;;;;;;;;;;;
102;62;49;146;136;93;;;;;;;;;;;;
63;95;133;88;10;129;;;;;;;;;;;;
46;104;25;71;2;146;;;;;;;;;;;;
114;68;90;143;71;143;;;;;;;;;;;;
101;62;126;137;14;144;;;;;;;;;;;;
135;106;35;96;30;95;;;;;;;;;;;;
74;99;137;107;94;109;;;;;;;;;;;;
106;43;5;63;90;103;;;;;;;;;;;;
32;48;59;59;83;63;;;;;;;;;;;;
66;116;13;70;28;93;;;;;;;;;;;;
26;96;142;34;34;94;;;;;;;;;;;;
41;138;68;83;136;22;;;;;;;;;;;;
119;2;70;93;36;35;;;;;;;;;;;;
34;114;27;133;143;14;;;;;;;;;;;;
11;88;147;24;150;8;;;;;;;;;;;;
16;107;12;54;65;113;;;;;;;;;;;;
65;38;93;89;31;49;;;;;;;;;;;;
49;112;142;127;149;81;;;;;;;;;;;;
123;60;148;136;137;115;;;;;;;;;;;;
45;81;129;101;118;132;;;;;;;;;;;;
20;39;56;59;111;9;;;;;;;;;;;;
104;135;3;116;135;17;;;;;;;;;;;;
133;44;88;21;15;9;;;;;;;;;;;;
83;117;92;29;22;140;;;;;;;;;;;;
38;89;67;110;21;38;;;;;;;;;;;;
63;74;149;68;77;55;;;;;;;;;;;;
37;114;33;7;14;68;;;;;;;;;;;;
36;101;142;80;125;10;;;;;;;;;;;;
57;16;99;65;86;138;;;;;;;;;;;;
149;69;68;59;116;148;;;;;;;;;;;;
77;13;12;37;86;40;;;;;;;;;;;;
56;132;106;130;45;21;;;;;;;;;;;;
133;12;70;65;104;79;;;;;;;;;;;;
118;14;89;41;48;84;;;;;;;;;;;;
88;97;23;57;4;83;;;;;;;;;;;;
107;7;10;96;108;38;;;;;;;;;;;;
54;106;4;56;36;120;;;;;;;;;;;;
39;39;98;34;74;7;;;;;;;;;;;;
88;16;118;8;101;17;;;;;;;;;;;;
46;22;118;41;131;111;;;;;;;;;;;;
35;112;48;106;84;20;;;;;;;;;;;;
85;116;25;123;53;139;;;;;;;;;;;;
89;70;40;150;145;133;;;;;;;;;;;;
147;141;3;83;84;131;;;;;;;;;;;;
56;74;17;45;87;121;;;;;;;;;;;;
77;71;82;76;70;57;;;;;;;;;;;;
61;57;27;137;139;97;;;;;;;;;;;;
12;149;71;88;111;76;;;;;;;;;;;;
44;56;49;66;99;28;;;;;;;;;;;;
144;74;38;15;7;147;;;;;;;;;;;;
16;70;11;37;9;144;;;;;;;;;;;;
106;130;143;55;77;42;;;;;;;;;;;;
95;121;132;98;107;128;;;;;;;;;;;;
20;114;11;54;93;134;;;;;;;;;;;;
53;72;133;136;117;32;;;;;;;;;;;;
126;98;23;32;34;15;;;;;;;;;;;;
108;121;61;59;94;50;;;;;;;;;;;;
19;125;125;11;2;96;;;;;;;;;;;;
142;98;110;146;140;29;;;;;;;;;;;;
99;25;70;77;36;17;;;;;;;;;;;;
63;122;77;1;124;101;;;;;;;;;;;;
99;126;78;58;150;144;;;;;;;;;;;;
64;19;122;106;59;54;;;;;;;;;;;;
122;63;95;1;30;3;;;;;;;;;;;;
100;82;111;12;19;35;;;;;;;;;;;;
107;60;46;35;85;46;;;;;;;;;;;;
23;85;137;82;86;49;;;;;;;;;;;;
74;66;32;10;113;47;;;;;;;;;;;;
5;93;80;142;54;117;;;;;;;;;;;;
81;107;128;41;134;110;;;;;;;;;;;;
17;28;128;138;52;86;;;;;;;;;;;;
15;74;119;12;138;6;;;;;;;;;;;;
91;11;131;13;144;41;;;;;;;;;;;;
15;141;68;7;29;42;;;;;;;;;;;;
97;132;29;9;26;93;;;;;;;;;;;;
149;145;59;22;73;93;;;;;;;;;;;;
117;80;80;107;85;112;;;;;;;;;;;;
48;124;72;130;45;115;;;;;;;;;;;;
134;111;127;2;94;107;;;;;;;;;;;;
106;34;26;32;118;17;;;;;;;;;;;;
64;148;66;5;65;148;;;;;;;;;;;;
132;141;120;112;80;61;;;;;;;;;;;;
78;26;87;53;63;100;;;;;;;;;;;;
15;88;112;90;8;64;;;;;;;;;;;;
109;113;72;84;117;89;;;;;;;;;;;;
85;99;145;57;98;1;;;;;;;;;;;;
2;106;5;123;145;106;;;;;;;;;;;;
79;120;114;102;137;16;;;;;;;;;;;;
96;71;37;49;131;143;;;;;;;;;;;;
67;3;5;72;88;103;;;;;;;;;;;;
70;95;53;24;4;74;;;;;;;;;;;;
7;142;103;121;146;122;;;;;;;;;;;;
71;108;64;147;23;126;;;;;;;;;;;;
138;93;2;50;95;113;;;;;;;;;;;;
92;36;38;12;136;102;;;;;;;;;;;;
18;53;58;63;45;114;;;;;;;;;;;;
45;97;19;100;53;50;;;;;;;;;;;;
66;28;130;19;102;30;;;;;;;;;;;;
83;74;44;4;28;44;;;;;;;;;;;;
148;129;108;127;5;82;;;;;;;;;;;;
82;39;92;146;65;58;;;;;;;;;;;;
49;11;41;104;134;39;;;;;;;;;;;;
145;44;70;13;58;5;;;;;;;;;;;;
122;83;24;22;137;11;;;;;;;;;;;;
137;83;6;139;110;44;;;;;;;;;;;;
86;34;66;15;56;102;;;;;;;;;;;;
108;112;38;109;72;111;;;;;;;;;;;;
56;8;42;36;58;61;;;;;;;;;;;;
57;14;43;67;103;112;;;;;;;;;;;;
138;115;29;103;34;120;;;;;;;;;;;;
149;15;10;78;98;25;;;;;;;;;;;;
142;7;150;127;10;123;;;;;;;;;;;;
142;66;78;77;118;50;;;;;;;;;;;;
40;94;40;80;39;8;;;;;;;;;;;;
135;113;44;112;15;117;;;;;;;;;;;;
49;143;93;32;119;136;;;;;;;;;;;;
9;133;129;82;61;70;;;;;;;;;;;;
102;62;99;23;30;138;;;;;;;;;;;;
128;121;137;10;16;97;;;;;;;;;;;;
70;14;68;135;124;127;;;;;;;;;;;;
6;63;102;19;24;10;;;;;;;;;;;;
67;61;127;83;34;15;;;;;;;;;;;;
95;130;122;124;17;43;;;;;;;;;;;;
149;139;73;103;126;55;;;;;;;;;;;;
67;12;9;123;147;130;;;;;;;;;;;;
134;86;120;143;36;29;;;;;;;;;;;;
62;80;122;47;143;56;;;;;;;;;;;;
37;98;79;100;35;93;;;;;;;;;;;;
26;127;44;28;75;118;;;;;;;;;;;;
134;128;134;56;5;3;;;;;;;;;;;;
57;124;78;55;29;24;;;;;;;;;;;;
49;28;8;89;90;37;;;;;;;;;;;;
119;114;142;127;87;6;;;;;;;;;;;;
17;72;84;77;129;64;;;;;;;;;;;;
35;126;57;15;58;129;;;;;;;;;;;;
27;113;19;117;21;92;;;;;;;;;;;;
61;139;63;59;81;143;;;;;;;;;;;;
94;120;135;6;42;136;;;;;;;;;;;;
104;72;69;61;150;29;;;;;;;;;;;;
48;65;5;35;122;49;;;;;;;;;;;;
43;44;81;36;89;124;;;;;;;;;;;;
47;95;13;108;77;1;;;;;;;;;;;;
80;141;27;25;139;10;;;;;;;;;;;;
125;148;137;123;117;36;;;;;;;;;;;;
63;70;110;140;104;11;;;;;;;;;;;;
91;93;15;102;33;54;;;;;;;;;;;;
8;63;143;66;94;132;;;;;;;;;;;;
122;127;74;99;127;91;;;;;;;;;;;;
107;42;12;128;70;23;;;;;;;;;;;;
8;90;147;41;112;8;;;;;;;;;;;;
88;80;13;109;19;64;;;;;;;;;;;;
73;97;32;20;112;26;;;;;;;;;;;;
70;35;132;55;85;86;;;;;;;;;;;;
46;145;142;11;21;34;;;;;;;;;;;;
83;8;15;16;138;22;;;;;;;;;;;;
150;32;99;44;55;73;;;;;;;;;;;;
150;25;10;116;23;150;;;;;;;;;;;;
13;101;141;16;125;57;;;;;;;;;;;;
142;86;70;28;138;139;;;;;;;;;;;;
97;73;79;64;146;109;;;;;;;;;;;;
95;34;58;74;23;120;;;;;;;;;;;;
117;98;27;26;45;81;;;;;;;;;;;;
22;76;66;80;84;61;;;;;;;;;;;;
132;47;98;40;107;106;;;;;;;;;;;;
71;57;95;52;91;1;;;;;;;;;;;;
51;150;14;7;88;50;;;;;;;;;;;;
8;14;106;113;107;144;;;;;;;;;;;;
43;42;15;32;24;75;;;;;;;;;;;;
115;128;113;113;25;30;;;;;;;;;;;;
100;26;110;30;135;111;;;;;;;;;;;;
131;56;99;90;69;38;;;;;;;;;;;;
134;34;109;25;96;46;;;;;;;;;;;;
122;19;16;109;4;117;;;;;;;;;;;;
43;125;26;145;43;74;;;;;;;;;;;;
29;109;2;57;45;91;;;;;;;;;;;;
129;51;146;12;4;133;;;;;;;;;;;;
103;47;101;20;35;126;;;;;;;;;;;;
101;73;105;101;81;113;;;;;;;;;;;;
19;86;48;83;13;71;;;;;;;;;;;;
54;103;34;134;8;134;;;;;;;;;;;;
