91;44;21;94;27
19;31;85;20;46
61;19;50;67;91
52;35;25;44;95
66;69;99;51;85
98;49;60;73;49
53;82;22;98;72
46;20;22;83;54
72;16;58;61;15
29;18;28;12;53
45;50;59;76;19
32;45;69;19;29
70;70;21;71;93
78;97;52;95;55
41;23;41;89;33
60;21;47;46;65
89;30;58;29;13
12;33;46;88;50
11;51;13;64;84
11;94;87;67;37
32;66;33;56;22
32;18;69;52;59
20;97;33;53;39
50;22;92;67;90
55;61;63;55;53
90;19;77;15;32
66;33;79;18;43
33;97;11;17;80
93;63;93;39;39
14;27;60;34;43
89;12;29;77;82
70;12;77;13;31
23;41;64;30;93
86;27;24;19;16
52;20;84;86;96
91;67;34;25;48
72;59;52;71;43
63;14;12;36;72
31;29;97;86;67
61;98;73;45;52
87;13;50;28;90
78;27;43;80;90
13;77;61;64;58
63;89;92;87;39
82;24;88;46;85
33;22;98;28;45
93;94;88;73;61
69;18;33;80;64
45;71;32;46;69
53;67;43;37;13
72;16;86;16;70
72;25;14;43;67
65;29;24;45;97
18;88;88;13;89
55;65;21;32;93
21;92;52;76;41
65;79;70;25;72
86;18;82;13;88
53;14;90;23;98
26;56;87;48;61
64;78;39;47;58
16;94;63;22;58
80;73;37;11;11
86;58;99;72;20
10;16;85;24;45
51;74;98;33;77
64;14;13;25;77
87;49;33;67;66
92;54;69;54;18
80;76;89;21;22
67;57;24;38;61
57;93;25;12;16
41;96;40;45;94
75;70;21;33;24
46;35;42;16;27
55;47;40;16;65
74;85;86;20;20
16;89;74;64;29
93;34;31;60;34
96;23;34;60;42
20;65;65;97;76
41;25;18;20;15
20;62;19;46;41
56;19;29;34;87
85;95;57;14;31
22;14;81;81;31
41;22;80;73;54
19;29;88;44;78
90;81;63;58;18
40;25;84;28;78
86;93;99;72;56
25;17;61;76;63
37;44;36;88;74
98;82;45;92;31
36;31;85;56;97
14;41;98;95;90
97;30;62;13;45
47;22;18;27;39
12;68;22;80;50
56;55;75;84;20
58;79;91;97;51
65;18;53;74;52
83;19;66;86;66
17;81;32;53;36
85;73;28;63;29
68;18;14;15;51
59;66;23;84;42
27;38;65;62;80
38;69;43;75;55
92;11;36;24;43
74;32;31;58;35
84;61;38;77;83
56;14;47;33;92
27;95;81;53;48
78;26;70;72;97
25;40;53;18;36
66;82;90;71;76
36;44;65;59;57
66;10;88;79;33
34;32;19;82;38
97;30;82;75;65
58;62;58;60;19
54;18;30;50;26
73;24;75;57;66
82;39;32;96;82
77;38;91;49;72
93;30;71;79;39
46;10;24;16;27
74;85;15;50;13
58;80;47;62;59
20;56;62;25;55
67;97;86;93;88
30;70;19;87;25
33;47;50;20;80
73;99;69;39;91
97;34;82;92;34
96;90;39;89;62
46;68;55;34;72
48;24;31;28;97
13;75;27;34;79
20;40;36;81;86
21;87;32;34;58
42;25;93;68;91
39;41;30;35;78
65;91;25;48;41
59;78;51;41;87
31;16;57;22;23
66;63;57;13;51
59;45;30;76;39
32;30;62;36;67
71;55;92;56;24
28;24;88;49;36
42;46;90;46;36
36;68;80;55;35
76;84;27;84;29
29;71;49;19;19
38;25;24;74;25
76;23;11;98;94
51;75;17;76;18
23;54;84;49;12
64;50;17;11;91
87;37;18;36;95
57;75;78;40;97
27;32;26;30;60
22;67;82;60;83
10;77;50;75;16
74;86;99;16;54
88;17;22;82;38
48;15;74;12;46
75;96;76;78;90
90;38;64;89;90
97;67;56;27;90
20;86;42;30;30
71;76;72;85;19
19;19;44;91;21
16;92;79;24;18
14;10;72;85;25
46;32;19;25;57
30;60;94;91;28
61;73;53;81;75
99;33;90;69;80
80;94;72;77;83
14;88;42;19;86
19;24;57;15;84
48;66;56;37;88
58;25;52;73;60
43;48;97;48;19
80;19;12;14;44
52;59;41;42;53
42;27;84;15;18
46;26;48;96;36
42;77;63;81;31
65;51;98;27;49
65;90;94;10;15
10;21;52;71;42
88;35;24;84;55
40;40;46;65;23
27;10;10;22;77
13;56;31;82;79
10;61;24;92;87
52;33;84;99;17
34;73;77;64;47
17;62;78;35;90
34;15;43;14;32
65;89;82;33;12
54;90;69;91;42
37;20;32;96;13
17;56;46;57;88
54;33;46;74;69
50;77;95;91;54
94;27;19;70;32
63;51;61;97;63
44;14;85;31;19
96;40;81;32;83
78;68;86;26;78
42;52;17;63;61
76;94;77;47;48
20;11;61;74;50
65;94;48;93;53
49;47;25;65;73
19;96;73;18;76
35;41;93;92;90
20;44;97;45;87
49;36;47;83;99
95;78;17;81;28
83;29;92;72;38
94;37;52;89;51
80;30;69;71;22
79;17;69;84;39
31;96;13;16;13
23;99;42;65;78
40;88;92;89;92
15;48;31;64;95
83;91;18;94;17
29;66;76;71;29
87;19;32;52;96
86;26;86;68;24
94;95;86;21;20
91;38;79;78;16
40;85;15;88;56
40;88;19;99;84
56;33;71;45;90
31;65;50;93;16
89;62;63;49;11
88;14;96;83;25
91;87;97;64;89
12;14;44;95;66
97;17;87;83;68
71;33;50;30;89
35;88;86;72;27
78;32;65;87;67
35;91;35;83;93
69;35;16;56;88
27;31;54;36;18
81;74;79;81;39
64;64;76;93;89
12;10;35;47;21
79;48;56;38;41
16;81;13;90;99
46;27;94;42;72
14;43;59;64;46
13;52;84;57;12
71;25;42;93;90
68;99;69;45;18
79;74;25;95;12
99;71;89;82;93
47;69;44;31;85
68;51;71;10;17
37;63;99;35;69
90;49;19;99;40
46;58;58;33;93
39;27;63;61;46
42;63;12;64;65
11;81;20;18;31
26;38;68;37;81
25;75;90;35;21
59;61;89;51;57
88;20;20;38;55
51;88;19;64;75
73;61;45;69;68
19;39;11;77;24
17;89;30;52;77
64;37;37;50;87
81;74;60;16;77
90;70;82;62;80
38;29;14;62;17
64;40;31;67;11
30;59;21;37;49
98;89;68;60;91
23;60;68;77;94
99;10;38;92;77
49;56;49;97;85
88;85;68;44;23
34;16;69;48;66
31;62;33;67;78
10;12;31;70;66
77;60;37;68;18
63;11;38;90;62
73;20;24;51;60
23;31;33;47;67
17;90;30;20;72
46;76;70;23;76
46;35;78;40;17
38;58;99;36;59
32;77;79;85;92
21;48;81;16;65
78;79;83;13;59
87;39;26;96;71
87;40;24;23;26
47;41;83;44;32
64;32;96;87;45
40;21;44;27;61
98;95;63;58;98
67;51;75;80;30
98;42;13;65;72
91;62;66;69;54
80;64;47;84;10
56;82;95;67;28
75;94;98;45;73
91;77;66;25;58
96;65;12;23;33
32;28;41;25;53
78;54;75;73;80
43;58;79;57;51
84;56;17;61;54
14;43;68;92;80
24;96;51;20;58
24;61;33;61;78
37;51;80;24;50
31;29;35;64;39
43;97;18;73;73
49;57;51;69;29
88;60;49;45;39
82;13;64;24;65
81;35;28;78;24
43;76;93;21;33
84;17;13;62;47
26;87;77;46;18
67;20;64;41;90
76;12;45;84;68
27;64;21;98;57
18;79;39;59;40
73;63;39;45;44
80;56;86;98;22
94;36;27;15;98
71;70;86;88;47
41;41;19;52;16
30;96;15;15;38
47;58;27;16;45
13;80;28;97;19
29;25;46;72;74
90;46;16;99;86
47;92;51;22;98
42;54;87;38;23
84;51;81;69;75
46;18;21;70;95
90;52;89;78;27
25;94;47;78;25
84;90;15;28;90
54;16;15;17;12
58;93;89;83;35
78;43;77;96;37
81;35;45;14;95
95;13;72;94;82
48;17;19;23;39
93;45;62;78;31
39;13;13;67;47
97;62;16;52;48
81;26;50;50;43
58;54;11;33;95
50;43;20;34;63
50;83;76;53;42
43;81;98;75;98
78;31;78;66;98
42;97;30;56;11
31;67;69;79;80
49;43;39;82;80
95;93;78;13;96
23;86;62;20;15
10;27;75;52;65
36;76;45;34;63
53;23;64;33;42
83;24;97;72;93
99;51;26;95;12
85;53;74;70;84
56;44;20;51;10
13;92;27;23;54
73;98;15;29;36
82;38;54;71;23
98;89;90;26;15
59;11;79;49;80
83;11;75;49;17
19;12;23;33;38
90;97;83;28;29
11;46;96;68;30
56;98;13;56;86
66;53;93;45;50
12;22;77;43;70
71;33;65;21;26
79;25;31;43;32
10;15;72;96;13
23;15;20;28;33
85;98;28;63;50
66;19;77;82;36
78;30;50;57;58
78;80;84;52;51
40;77;69;33;85
61;81;96;42;37
96;11;59;19;85
73;14;11;71;60
69;48;48;16;54
80;65;24;48;35
42;30;68;77;93
17;38;94;78;89
84;22;45;54;39
77;70;40;72;84
73;79;23;91;81
91;38;63;79;14
95;67;57;16;95
76;42;82;26;77
45;19;33;82;75
56;13;93;77;76
19;35;51;64;61
62;16;76;95;11
79;75;25;73;93
27;64;38;58;62
44;88;23;95;49
64;55;41;25;34
88;44;85;12;94
70;25;93;55;43
70;66;86;25;97
69;94;59;89;58
92;75;44;25;42
31;21;56;24;97
16;75;60;70;23
44;89;22;79;32
11;71;83;25;92
77;11;98;97;79
70;95;51;67;42
23;99;70;69;73
59;68;79;57;36
94;15;26;12;63
79;81;80;66;56
30;92;28;32;65
29;22;59;44;37
20;33;93;37;99
45;29;52;15;72
43;92;35;89;98
71;85;96;44;10
88;25;85;20;22
31;80;47;14;53
46;19;44;30;25
70;22;88;12;27
60;38;74;93;23
38;66;39;34;93
44;26;25;44;48
95;48;82;25;78
64;81;48;62;35
33;57;14;74;37
59;96;94;26;49
59;50;91;96;83
64;51;23;21;18
30;94;10;82;29
32;39;73;33;63
78;90;22;67;90
81;62;64;97;44
48;32;98;94;89
55;56;85;42;24
22;68;36;53;15
39;57;32;55;15
29;33;70;62;70
68;38;33;16;11
11;87;26;76;70
98;95;15;93;73
75;54;40;18;50
20;63;68;62;60
34;40;18;91;25
24;61;46;34;30
27;33;79;40;22
35;52;59;83;16
43;51;39;81;40
75;92;62;22;60
15;69;71;56;77
71;78;34;61;55
47;59;80;73;56
51;74;10;96;25
68;13;85;56;26
82;10;36;61;50
32;98;33;74;25
57;62;32;62;50
56;27;98;37;68
84;70;66;35;88
10;92;66;97;91
11;83;24;39;95
70;52;73;21;33
48;35;16;57;98
89;52;47;55;68
51;15;57;87;42
21;44;11;72;49
39;42;36;82;23
73;47;93;67;79
14;53;86;14;30
59;64;18;36;98
58;55;21;38;50
95;36;37;97;83
36;50;11;71;93
15;99;33;44;34
52;58;79;75;64
97;28;53;67;82
57;36;75;73;91
84;31;97;42;28
47;19;96;84;53
64;52;25;20;24
60;40;74;11;56
99;75;45;74;52
77;82;70;24;36
99;74;37;79;19
83;11;91;25;86
43;61;95;31;99
54;13;43;52;32
26;62;73;27;92
18;86;32;89;51
65;49;81;58;54
89;25;45;11;40
58;49;58;24;22
47;80;24;74;98
73;48;27;91;19
47;10;19;87;10
97;78;11;74;31
94;80;46;76;20
39;67;42;22;73
77;13;59;14;54
37;71;58;91;77
27;31;90;48;17
88;15;58;10;42
80;48;84;93;28
67;43;47;64;68
16;16;15;28;41
43;51;14;43;72
36;30;19;96;14
72;89;97;69;31
33;19;42;80;93
38;29;65;86;86
93;33;93;33;71
20;26;71;16;74
47;10;25;37;15
59;39;87;89;55
77;45;78;42;45
97;74;35;34;12
23;85;28;56;78
12;36;86;35;93
56;28;90;95;84
32;94;14;74;43
99;42;76;40;18
58;55;61;88;74
46;91;47;13;60
61;82;68;58;13
32;52;61;96;99
59;55;82;57;22
12;69;60;90;13
80;19;87;47;30
57;75;98;61;56
64;80;86;44;33
50;35;56;70;20
57;80;79;40;59
12;72;13;75;71
77;40;56;10;79
51;94;30;37;55
57;54;10;49;45
79;68;48;34;72
77;23;90;80;55
99;40;57;88;27
84;72;32;90;79
34;34;86;64;82
55;15;28;25;63
12;80;39;95;80
44;34;78;13;94
63;50;76;55;80
21;47;42;19;71
84;32;19;70;21
54;82;83;52;26
72;95;74;26;53
29;10;61;18;82
60;93;28;95;25
83;58;40;84;70
18;72;18;53;79
79;70;69;84;35
62;50;36;87;32
68;75;59;11;60
20;85;33;36;21
90;14;24;55;37
96;51;99;81;18
99;86;31;47;73
58;41;77;83;30
19;66;41;73;56
18;98;39;33;59
32;49;81;42;88
75;56;24;56;38
21;51;55;78;33
81;54;22;37;12
79;17;50;16;11
33;72;50;98;29
98;21;75;31;85
59;15;88;58;98
11;27;31;54;18
68;21;62;50;75
63;85;11;31;80
25;99;74;40;64
13;16;25;37;40
99;75;34;92;73
76;65;63;39;10
62;86;95;98;42
22;19;10;33;65
22;20;54;51;70
60;41;57;94;94
95;11;94;24;18
93;87;70;77;98
98;31;71;30;27
38;14;76;98;51
93;15;92;71;27
89;30;82;32;22
45;17;69;44;15
61;92;80;89;49
35;49;33;34;67
90;48;34;33;41
56;64;59;52;11
89;18;32;97;28
72;14;47;64;63
90;61;37;25;66
46;33;86;58;26
54;82;68;13;36
51;96;59;90;65
80;57;27;43;25
52;69;82;70;77
30;11;68;70;76
38;20;19;67;95
32;78;11;35;57
16;50;28;70;77
75;55;57;98;83
42;44;93;99;23
76;50;25;81;95
52;24;97;36;97
40;87;91;94;43
11;56;92;86;18
12;50;22;93;11
75;54;69;87;44
94;27;19;54;29
81;62;30;39;14
92;52;91;72;46
88;63;63;65;81
86;51;17;91;20
35;38;31;79;29
98;54;19;92;13
23;78;47;74;61
48;36;62;81;25
59;58;49;57;23
22;90;14;16;57
52;19;28;43;94
53;41;50;20;16
48;43;99;69;32
19;25;88;13;42
59;89;35;75;60
76;89;73;66;16
17;49;13;45;60
14;60;14;80;18
17;85;51;75;77
26;59;80;35;13
97;12;10;74;98
62;84;52;83;27
63;67;84;13;98
98;40;63;18;28
59;21;18;95;34
73;47;59;97;43
26;18;48;62;19
15;49;38;46;98
30;17;30;62;54
49;11;48;77;78
86;95;72;16;53
86;93;15;49;34
24;34;54;49;11
55;29;32;94;92
59;11;27;20;98
52;90;55;50;84
72;99;82;29;57
30;46;41;18;33
21;43;89;22;83
95;62;81;61;99
30;79;54;84;29
85;78;61;18;11
95;48;64;64;62
25;51;35;91;80
18;87;23;71;81
25;22;15;37;12
90;18;94;51;64
92;55;98;99;72
52;85;32;17;37
73;79;34;59;67
54;36;89;81;90
42;66;83;13;13
72;73;34;16;21
87;53;22;10;69
69;53;36;29;37
33;64;16;44;17
45;87;55;69;57
63;29;23;60;31
36;72;94;96;99
78;60;26;95;49
30;67;34;89;97
11;10;69;53;67
77;59;49;95;67
84;27;64;58;57
68;40;61;78;43
97;58;39;30;59
72;48;20;94;87
78;63;66;71;56
63;59;69;93;54
76;33;98;38;24
61;95;68;48;81
89;15;55;56;10
53;70;49;94;95
39;49;54;18;89
30;61;93;11;94
18;70;68;34;66
74;59;11;15;97
76;79;72;22;97
73;18;19;71;13
92;19;75;98;24
37;78;90;49;93
99;12;66;53;73
28;46;30;90;35
93;68;43;96;28
60;76;42;20;25
22;52;31;98;11
98;95;70;20;38
96;68;62;22;98
74;22;28;49;79
36;87;29;45;19
34;76;79;79;64
61;45;79;33;81
57;80;68;52;74
33;76;20;61;39
34;16;31;97;54
47;58;93;41;89
34;32;86;89;77
32;26;90;55;77
60;89;39;40;51
93;54;76;74;55
59;77;67;16;84
27;54;81;35;27
12;52;48;43;56
34;94;78;74;51
17;85;64;84;79
45;77;90;56;60
92;81;28;85;39
57;64;79;14;59
77;44;64;38;74
17;50;95;83;26
98;75;12;32;48
73;22;83;36;48
50;63;34;75;34
31;34;62;13;99
70;24;74;24;74
72;31;35;19;71
95;81;17;40;61
26;79;95;46;65
45;80;52;66;19
23;19;89;14;52
83;88;91;84;55
84;11;87;58;76
52;86;73;64;53
68;56;94;23;18
52;38;25;47;64
89;71;17;15;60
62;41;31;66;88
17;89;32;84;77
24;91;46;70;22
58;16;87;23;50
67;25;76;95;10
54;72;54;30;66
22;93;82;98;24
21;64;16;76;45
79;33;20;45;93
60;91;55;34;15
82;83;94;64;93
47;65;35;66;43
44;45;12;28;65
30;19;48;56;11
94;99;21;77;71
43;14;40;12;50
63;27;29;24;83
38;99;27;14;76
56;38;50;42;11
44;31;92;80;72
50;52;98;33;20
82;72;27;93;59
42;34;33;25;80
27;25;87;44;37
31;92;44;79;54
65;59;79;76;36
22;22;59;39;99
20;28;96;13;10
65;81;33;54;43
31;15;35;61;83
28;43;57;53;51
58;18;29;78;55
33;92;51;66;47
30;75;93;25;70
99;29;83;44;71
49;68;89;45;33
60;33;27;92;18
79;64;16;88;51
11;99;27;58;76
72;40;66;17;23
56;21;19;90;84
98;59;22;82;11
90;29;83;55;94
10;75;59;57;68
65;68;15;74;68
10;12;35;68;98
19;11;82;32;76
49;24;37;18;20
29;52;34;87;60
82;25;71;63;76
97;81;19;48;57
87;15;44;31;84
96;34;54;83;91
88;47;61;79;55
85;47;51;47;48
23;44;28;23;86
84;40;71;92;10
38;92;43;75;88
43;79;15;33;24
95;97;50;95;71
45;63;92;18;90
60;40;71;99;43
53;87;30;45;99
65;62;62;83;62
96;13;86;90;21
15;42;27;33;53
25;94;32;52;50
30;47;62;11;50
98;30;43;41;45
56;59;69;34;58
42;45;67;43;75
41;77;11;97;84
27;22;48;56;27
58;65;78;94;78
28;99;60;42;64
75;70;54;55;64
56;72;92;74;21
80;37;89;76;18
53;45;65;27;32
85;82;87;23;86
91;80;75;55;40
42;85;34;78;99
71;32;56;42;37
55;29;73;45;47
31;76;11;85;35
82;44;42;19;78
93;82;40;68;73
76;97;47;44;78
94;12;20;77;46
30;89;33;89;77
65;18;52;76;64
25;78;89;30;58
98;52;24;10;15
89;92;87;69;61
57;82;39;66;53
29;65;34;49;15
93;21;53;41;22
85;40;64;14;57
97;18;27;85;80
51;87;19;71;57
37;11;63;38;30
83;78;85;33;45
59;54;49;24;64
87;99;82;87;30
59;37;83;21;63
49;65;53;86;11
41;56;62;91;77
91;57;24;21;39
16;54;41;69;98
52;68;12;31;93
52;14;31;51;98
10;28;52;74;80
27;34;99;31;13
13;92;58;47;72
39;85;71;58;24
14;96;24;23;21
80;62;32;92;59
37;34;20;93;77
73;15;49;40;21
81;54;19;65;94
59;20;65;58;63
67;43;73;37;93
13;13;39;63;10
64;12;17;72;76
79;82;65;69;99
34;45;40;46;42
60;87;58;28;61
70;97;74;38;92
93;60;83;99;74
69;75;85;40;56
79;46;46;89;25
77;55;95;59;39
31;12;37;94;42
25;55;20;12;39
67;37;78;80;82
28;98;65;95;39
58;59;99;89;63
23;51;69;12;83
25;11;25;99;70
90;33;88;66;58
24;64;82;11;89
51;68;66;17;97
78;89;10;29;80
71;13;47;41;29
74;85;18;29;24
65;22;78;19;91
94;20;98;46;25
93;76;98;10;21
55;84;62;15;14
35;11;95;29;99
87;86;56;47;84
38;56;63;86;33
38;89;56;25;12
68;91;63;14;86
94;14;47;30;74
89;33;12;25;88
64;27;59;20;13
18;64;61;62;86
46;23;21;76;82
65;38;46;12;45
44;48;90;42;14
83;48;36;73;94
15;54;48;98;69
21;40;46;22;93
14;39;10;28;49
81;92;70;47;18
61;86;99;79;54
25;36;27;16;30
69;37;88;67;81
92;75;23;17;71
35;92;34;18;41
14;48;72;92;33
90;78;88;64;43
28;54;68;53;53
85;23;40;91;34
76;51;42;47;56
15;79;62;76;83
68;62;91;47;49
77;63;34;82;40
91;49;34;34;63
48;16;69;64;85
21;62;42;84;64
62;15;35;45;27
21;25;22;80;74
65;62;30;13;75
32;88;57;61;42
37;27;18;83;17
99;19;98;90;72
16;30;16;82;87
72;37;88;65;28
75;36;54;59;97
85;85;65;88;63
32;14;80;51;37
45;97;51;37;28
11;27;31;17;68
45;56;47;26;13
94;10;92;43;67
10;73;59;86;31
23;53;19;37;49
11;49;64;55;51
75;85;60;46;26
57;15;46;91;62
39;47;48;85;69
32;22;47;84;36
72;47;65;15;15
58;18;94;68;66
95;91;92;75;38
18;49;55;26;19
95;36;68;34;92
75;14;33;68;26
89;11;80;28;79
37;30;54;41;68
48;20;77;34;66
47;55;73;57;60
82;67;31;74;40
45;79;41;23;39
53;85;36;51;76
94;21;73;95;11
88;94;23;57;70
84;58;43;67;54
29;40;76;17;44
31;80;15;87;44
57;89;41;11;24
63;84;36;57;72
36;81;78;56;72
87;54;73;13;56
86;46;73;69;20
22;19;28;17;55
23;15;85;61;53
99;63;21;43;17
10;32;85;95;27
47;62;29;45;56
77;16;12;41;58
20;25;72;91;11
54;65;28;12;58
31;96;26;12;73
34;42;40;96;55
63;61;77;51;72
59;89;83;61;77
16;13;53;13;43
83;91;30;41;62
44;13;82;47;96
51;45;27;71;32
45;76;15;85;94
59;48;30;29;51
65;82;67;35;51
28;52;23;68;90
42;22;98;43;21
59;78;39;55;30
23;71;21;38;42
40;97;68;18;84
44;70;10;89;97
62;45;57;96;77
98;32;58;81;89
33;78;72;74;44
80;18;75;98;37
93;70;38;92;21
31;84;14;84;55
71;21;19;46;59
23;31;43;77;31
91;23;40;49;19
61;35;93;74;14
36;95;12;61;14
91;17;64;85;56
24;27;74;36;27
21;68;36;24;30
58;75;98;76;46
80;40;89;83;59
96;90;40;80;29
76;19;58;41;67
16;66;58;30;17
74;48;14;31;97
93;98;78;53;55
60;97;35;25;34
61;27;80;35;60
33;86;94;16;51
11;20;94;57;23
92;27;77;69;71
41;36;68;86;65
97;21;87;34;68
79;84;42;17;16
89;85;32;70;83
88;54;97;80;95
82;14;31;39;62
43;29;65;53;92
35;59;94;69;62
21;98;69;48;71
27;77;86;51;34
16;94;16;86;83
87;38;88;90;83
92;90;58;71;35
59;28;89;24;80
40;91;62;17;71
89;84;58;18;78
15;27;80;14;56
48;23;79;69;15
96;70;13;86;70
31;50;97;23;22
98;87;72;70;94
24;42;98;24;94
12;80;80;22;77
75;20;53;25;86
46;48;30;19;84
69;87;75;47;50
48;87;45;95;79
27;55;19;20;41
16;24;65;74;13
26;90;91;19;95
20;97;82;37;75
60;67;62;85;35
37;66;61;74;55
25;44;84;42;59
29;10;42;83;79
32;83;55;16;68
78;95;66;52;39
51;14;18;30;29
60;92;34;85;14
50;62;90;28;87
81;16;59;59;75
20;64;98;57;53
77;21;56;27;56
41;99;18;45;14
20;36;64;23;99
36;76;57;79;39
69;92;37;28;86
71;46;17;76;28
87;16;60;76;52
48;46;16;38;72
50;54;55;24;77
54;52;45;59;48
44;16;29;28;84
84;84;37;40;85
95;92;41;26;27
13;75;87;71;60
90;69;29;16;88
25;46;23;51;42
29;10;57;38;84
80;87;42;92;67
64;18;75;53;77
58;22;39;96;73
79;64;74;98;58
74;86;22;40;69
47;71;86;98;65
94;44;13;42;46
26;43;95;14;95
81;94;76;39;39
12;17;26;77;62
65;36;58;79;20
93;75;11;32;29
93;32;77;87;82
24;18;97;60;57
45;68;70;12;77
79;20;83;10;66
40;55;18;45;10
68;85;34;31;52
51;41;73;84;12
58;26;88;56;25
94;20;66;30;27
96;65;55;11;40
83;91;11;66;88
48;23;41;87;23
38;83;75;17;16
14;95;85;10;29
63;31;36;85;72
29;88;88;28;13
13;39;33;91;69
59;40;17;95;64
44;85;11;42;86
20;45;58;23;22
10;80;55;81;77
62;65;26;93;69
59;34;23;83;20
98;60;83;48;57
74;88;89;45;84
77;29;94;98;62
84;40;75;15;12
33;84;51;24;16
94;24;23;36;14
20;71;28;31;87
59;61;20;66;48
22;90;19;97;99
42;70;27;40;84
29;59;18;80;87
24;19;69;41;63
60;74;63;41;74
16;10;72;20;13
32;29;19;66;90
42;74;54;24;74
33;96;82;52;85
60;63;48;43;73
50;92;79;12;88
47;36;78;32;93
41;97;16;37;61
99;50;51;89;54
50;64;54;67;39
63;91;20;55;23
52;62;39;47;62
40;50;16;78;52
16;96;31;31;42
35;89;55;90;85
20;22;58;88;33
85;47;21;72;34
55;25;32;18;50
79;68;69;75;30
59;44;72;46;48
54;43;32;34;14
73;46;29;70;13
39;13;50;24;76
93;38;43;53;97
90;73;22;80;62
67;30;79;70;35
75;49;22;49;78
52;24;86;68;61
19;95;62;14;20
75;27;54;98;37
30;10;29;49;58
81;31;51;72;46
53;66;59;44;38
90;91;10;45;34
78;51;74;92;88
94;20;17;70;86
49;75;81;42;15
74;30;72;91;97
31;72;24;32;17
52;46;28;76;30
84;26;19;73;58
78;36;36;61;64
70;23;81;85;97
77;85;26;39;63
69;28;19;47;13
15;37;52;84;45
58;91;40;49;12
32;66;17;83;36
48;93;20;36;37
17;91;39;35;40
67;29;89;23;60
65;17;71;70;53
51;84;51;26;16
79;83;42;82;74
21;77;42;12;24
75;18;82;20;96
24;97;27;54;78
38;12;26;88;46
25;94;47;40;84
64;51;94;30;57
34;59;56;60;29
90;86;86;99;85
57;34;60;73;38
54;67;97;47;77
77;66;53;45;58
26;39;11;28;60
33;23;62;62;72
65;51;66;35;87
51;25;27;13;89
91;44;74;12;40
96;54;56;52;80
67;15;20;12;13
60;84;68;48;61
44;71;98;11;73
12;10;72;60;36
61;48;49;56;66
81;65;99;87;63
79;66;19;81;14
59;40;64;32;36
66;56;79;52;55
30;45;72;39;37
96;82;96;26;29
28;66;64;45;31
95;85;81;84;81
77;61;26;96;23
72;46;49;33;69
15;69;97;11;46
45;92;70;59;67
97;69;93;62;85
93;76;29;11;41
81;75;94;70;77
68;29;75;25;64
60;42;73;56;24
58;69;62;98;85
12;24;31;27;84
18;68;63;21;29
96;26;48;92;88
39;75;36;33;78
26;27;54;95;17
64;96;47;48;37
34;23;30;26;38
67;54;77;85;69
10;65;64;96;68
43;93;81;68;84
83;42;39;30;68
85;69;36;20;30
21;30;25;84;95
83;95;32;63;31
85;98;50;64;77
60;62;58;36;73
70;25;78;64;53
91;84;10;57;53
97;27;67;65;57
79;50;80;10;84
47;71;27;47;98
85;91;74;52;18
32;20;99;46;59
96;52;60;40;13
99;95;75;20;33
67;40;85;16;97
